"","COMMON.NAME","OBSERVATION.COUNT","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","PROTOCOL.TYPE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","julian_date"
"68989","Bank Swallow",800,42.0105298,-82.526722,2015-07-13,"10:15:00","Traveling",85,14.999,NA,3,1,194
"68995","Bank Swallow",400,41.9553986,-82.5139999,2015-07-05,"09:50:00","Traveling",160,2,NA,2,1,186
"69005","Bank Swallow",600,42.0105298,-82.526722,2015-07-11,"17:00:00","Traveling",200,14.999,NA,2,1,192
"70601","Bank Swallow",300,41.9553986,-82.5139999,2017-07-22,"08:47:00","Traveling",185,6,NA,1,1,203
"70609","Bank Swallow",400,42.0365264,-82.5107833,2017-07-30,"12:00:00","Traveling",60,3,NA,1,1,211
"70614","Bank Swallow",500,42.012363,-82.57242,2017-07-15,"15:30:00","Stationary",15,NA,NA,2,1,196
"70624","Bank Swallow",300,42.0428047,-82.4999347,2017-07-30,"13:10:00","Incidental",NA,NA,NA,1,0,211
"70630","Bank Swallow",1300,42.0105298,-82.526722,2017-07-30,"11:42:00","Traveling",84,5,NA,1,1,211
"70647","Bank Swallow",300,42.0105298,-82.526722,2017-08-26,"19:30:00","Traveling",81,2.5,NA,2,1,238
"70648","Bank Swallow",250,41.9881832,-82.524393,2017-08-01,"07:06:00","Traveling",109,2.652,NA,1,1,213
"70650","Bank Swallow",300,41.9553986,-82.5139999,2017-08-15,"13:10:00","Traveling",60,6,NA,2,1,227
"70679","Bank Swallow",300,41.99549,-82.514706,2017-08-25,"14:25:00","Traveling",30,1.609,NA,2,0,237
"70684","Bank Swallow",300,41.9553986,-82.5139999,2017-08-15,"13:10:00","Traveling",60,6,NA,2,1,227
"70687","Bank Swallow",250,41.9693171,-82.5288464,2017-08-13,"09:39:00","Traveling",75,2.82,NA,2,1,225
"70689","Bank Swallow",225,42.0105298,-82.526722,2017-08-05,"09:23:00","Traveling",41,2,NA,1,1,217
"70726","Bank Swallow",650,42.1803306,-82.7933215,2017-08-13,"17:09:00","Traveling",39,1.24,NA,1,1,225
"70729","Bank Swallow",300,42.0105298,-82.526722,2017-08-26,"19:30:00","Traveling",81,2.5,NA,2,1,238
"70730","Bank Swallow",250,41.9693171,-82.5288464,2017-08-13,"09:39:00","Traveling",75,2.82,NA,2,1,225
"71661","Bank Swallow",2000,42.0146508,-82.557611,2018-08-20,"13:20:00","Traveling",10,0.5,NA,2,1,232
"71670","Bank Swallow",240,42.0070892,-82.5684414,2018-08-01,"18:00:00","Historical",30,9.5,NA,2,0,213
"71690","Bank Swallow",500,41.9881832,-82.524393,2018-08-01,"20:10:00","Historical",65,NA,NA,2,1,213
"73148","Bank Swallow",350,42.0488226,-82.4884629,2019-07-28,"08:14:00","Traveling",14,0.37,NA,2,1,209
"73182","Bank Swallow",1000,41.9553986,-82.5139999,2019-08-24,"19:19:00","Traveling",128,7.41,NA,3,1,236
"73186","Bank Swallow",1500,42.0105298,-82.526722,2019-08-18,"10:12:00","Traveling",12,2.779,NA,2,1,230
"73190","Bank Swallow",300,42.0488226,-82.4884629,2019-08-24,"12:20:00","Traveling",220,4.805,NA,3,1,236
"73193","Bank Swallow",1000,41.9553986,-82.5139999,2019-08-24,"19:19:00","Traveling",128,7.41,NA,3,1,236
"73235","Bank Swallow",1500,42.0105298,-82.526722,2019-08-18,"10:12:00","Traveling",12,2.779,NA,2,1,230
"73419","Bank Swallow",350,41.9553986,-82.5139999,2020-07-26,"06:55:00","Traveling",275,16.093,NA,2,1,208
"73454","Bank Swallow",250,41.9693171,-82.5288464,2020-08-28,"13:00:00","Traveling",60,2,NA,1,1,241
"73911","Bank Swallow",395,41.9979013,-82.5595951,2021-07-07,"05:45:00","Stationary",180,NA,NA,1,1,188
"73943","Bank Swallow",500,41.9553986,-82.5139999,2021-07-25,"07:10:00","Traveling",240,8.047,NA,2,1,206
"73944","Bank Swallow",600,41.9979013,-82.5595951,2021-07-10,"06:03:00","Stationary",60,NA,NA,1,1,191
"73961","Bank Swallow",600,42.0963326,-83.1209181,2021-07-30,"07:45:00","Traveling",174,4.975,NA,1,1,211
"73962","Bank Swallow",450,41.9693171,-82.5288464,2021-07-26,"08:28:00","Traveling",45,1,NA,1,1,207
"73965","Bank Swallow",250,42.0963326,-83.1209181,2021-07-28,"07:30:00","Traveling",159,4.698,NA,1,1,209
"73968","Bank Swallow",2700,41.9979013,-82.5595951,2021-07-09,"05:54:00","Stationary",120,NA,NA,1,1,190
"73992","Bank Swallow",700,42.0963326,-83.1209181,2021-08-05,"08:32:00","Traveling",420,11,NA,1,1,217
"73993","Bank Swallow",500,41.9553986,-82.5139999,2021-08-14,"19:20:00","Traveling",100,2,NA,1,1,226
"74013","Bank Swallow",400,42.0963326,-83.1209181,2021-08-04,"07:07:00","Traveling",623,6,NA,1,1,216
"74041","Bank Swallow",1000,42.0105298,-82.526722,2021-08-22,"08:14:00","Traveling",55,1.033,NA,1,1,234
"74053","Bank Swallow",1000,42.0105298,-82.526722,2021-08-19,"08:08:00","Traveling",92,6.211,NA,1,1,231
"75374","Bank Swallow",300,41.9553986,-82.5139999,2022-07-31,"07:15:00","Traveling",341,8.047,NA,2,1,212
"75379","Bank Swallow",500,41.9553986,-82.5139999,2022-07-14,"19:30:00","Traveling",120,4,NA,2,1,195
"75391","Bank Swallow",500,41.9553986,-82.5139999,2022-07-14,"19:30:00","Traveling",120,4,NA,2,1,195
"75408","Bank Swallow",325,41.9693171,-82.5288464,2022-07-26,"06:43:00","Traveling",46,1.609,NA,1,1,207
"75421","Bank Swallow",1000,42.0136726,-82.4920494,2022-08-13,"17:45:00","Traveling",70,0.2,NA,2,1,225
"75434","Bank Swallow",1000,42.0105298,-82.526722,2022-08-13,"11:17:00","Traveling",45,1.069,NA,1,1,225
"75442","Bank Swallow",400,42.0136726,-82.4920494,2022-08-18,"20:10:00","Traveling",20,0.2,NA,2,1,230
"75451","Bank Swallow",250,41.9553986,-82.5139999,2022-08-20,"06:30:00","Stationary",220,NA,NA,2,1,232
"75454","Bank Swallow",250,41.9553986,-82.5139999,2022-08-20,"06:30:00","Stationary",220,NA,NA,2,1,232
"75463","Bank Swallow",300,42.0421492,-83.0150269,2022-08-02,"11:10:00","Incidental",NA,NA,NA,1,0,214
"75489","Bank Swallow",400,42.0136726,-82.4920494,2022-08-18,"20:10:00","Traveling",20,0.2,NA,2,1,230
"75491","Bank Swallow",1600,42.0105298,-82.526722,2022-08-21,"10:58:00","Traveling",47,3.605,NA,1,1,233
"75505","Bank Swallow",1000,42.0136726,-82.4920494,2022-08-13,"17:45:00","Traveling",70,0.2,NA,2,1,225
"75542","Bank Swallow",300,41.9553986,-82.5139999,2022-09-06,"18:10:00","Traveling",130,7,NA,1,1,249
"77090","Bank Swallow",205,41.9994733,-82.4962177,2023-07-05,"19:31:00","Stationary",12,NA,NA,2,1,186
"77108","Bank Swallow",1000,41.9693171,-82.5288464,2023-07-23,"08:49:00","Traveling",63,0.81,NA,2,1,204
"77121","Bank Swallow",205,41.9994733,-82.4962177,2023-07-05,"19:31:00","Stationary",12,NA,NA,2,1,186
"77143","Bank Swallow",300,41.9553986,-82.5139999,2023-07-16,"06:10:00","Traveling",310,8.047,NA,2,1,197
"77188","Bank Swallow",400,41.9553986,-82.5139999,2023-08-20,"06:10:00","Traveling",195,6,NA,2,1,232
"77196","Bank Swallow",400,41.9553986,-82.5139999,2023-08-20,"06:10:00","Traveling",278,3.444,NA,2,1,232
"77215","Bank Swallow",800,41.9693171,-82.5288464,2023-08-13,"08:53:00","Traveling",26,1.21,NA,2,1,225
"77255","Bank Swallow",2000,41.9553986,-82.5139999,2023-08-14,"06:05:00","Stationary",139,NA,NA,2,1,226
"77258","Bank Swallow",300,41.9553986,-82.5139999,2023-08-12,"05:15:00","Traveling",300,4,NA,4,1,224
"77263","Bank Swallow",800,41.9693171,-82.5288464,2023-08-13,"08:53:00","Traveling",26,1.21,NA,2,1,225
"77267","Bank Swallow",1000,41.9553986,-82.5139999,2023-08-13,"17:15:00","Traveling",237,8.2,NA,4,1,225
"77271","Bank Swallow",1000,41.9553986,-82.5139999,2023-08-13,"17:15:00","Traveling",237,8.2,NA,4,1,225
"77274","Bank Swallow",1000,41.9553986,-82.5139999,2023-08-13,"17:15:00","Traveling",237,8.2,NA,4,1,225
"77282","Bank Swallow",300,41.9553986,-82.5139999,2023-08-12,"05:15:00","Traveling",300,4,NA,4,1,224
"77285","Bank Swallow",300,42.0136726,-82.4920494,2023-08-15,"09:30:00","Traveling",180,0.2,NA,1,1,227
"77312","Bank Swallow",300,41.9553986,-82.5139999,2023-08-12,"05:15:00","Traveling",300,4,NA,4,1,224
"77316","Bank Swallow",2000,41.9553986,-82.5139999,2023-08-14,"06:05:00","Stationary",139,NA,NA,2,1,226
"77324","Bank Swallow",1000,41.9693171,-82.5288464,2023-08-13,"09:20:00","Traveling",68,1.207,NA,1,1,225
"77362","Bank Swallow",500,41.9553986,-82.5139999,2023-09-03,"17:05:00","Traveling",193,9,NA,4,1,246
"77370","Bank Swallow",500,41.9553986,-82.5139999,2023-09-03,"17:05:00","Traveling",193,9,NA,4,1,246
"78415","Bank Swallow",400,42.0255468,-82.7319431,2024-06-24,"16:53:00","Traveling",29,0.176,NA,1,1,176
"78460","Bank Swallow",400,41.9124495,-82.5093198,2024-07-10,"07:57:00","Traveling",351,2.5,NA,1,1,192
"78612","Bank Swallow",500,44.1753098,-76.4181519,2008-08-14,"07:30:00","Historical",150,NA,NA,1,1,227
"78620","Bank Swallow",1000,44.1753098,-76.4181519,2009-07-20,"","Incidental",NA,NA,NA,1,1,201
"79387","Bank Swallow",285,43.2867535,-79.8798666,2008-08-10,"","Incidental",NA,NA,NA,NA,0,223
"80562","Bank Swallow",300,42.8491603,-79.5532526,2000-08-09,"","Historical",NA,NA,NA,4,1,222
"80624","Bank Swallow",222,42.885524,-80.1569366,2009-08-08,"","Incidental",NA,NA,NA,1,1,220
"80626","Bank Swallow",652,42.8491603,-79.5532526,2009-08-09,"","Incidental",NA,NA,NA,15,1,221
"80634","Bank Swallow",250,42.8491603,-79.5532526,2010-07-22,"15:30:00","Traveling",60,2,NA,2,1,203
"80636","Bank Swallow",250,42.8491603,-79.5532526,2010-07-22,"15:30:00","Traveling",60,2,NA,2,1,203
"80637","Bank Swallow",250,42.8491603,-79.5532526,2010-07-22,"15:30:00","Traveling",60,2,NA,2,1,203
"80643","Bank Swallow",700,42.978514,-79.875026,2010-08-15,"","Incidental",NA,NA,NA,NA,0,227
"80649","Bank Swallow",700,42.9767719,-79.8742104,2010-08-17,"05:15:00","Area",360,NA,8.0937,4,1,229
"80659","Bank Swallow",1000,42.9767719,-79.8742104,2010-08-19,"05:00:00","Area",325,NA,8.0937,4,1,231
"80661","Bank Swallow",700,42.978514,-79.875026,2010-08-17,"","Incidental",NA,NA,NA,NA,0,229
"80662","Bank Swallow",1000,42.978514,-79.875026,2010-08-19,"","Incidental",NA,NA,NA,NA,0,231
"80690","Bank Swallow",900,42.885524,-80.1569366,2011-08-05,"","Historical",NA,NA,NA,NA,1,217
"80694","Bank Swallow",2000,42.885524,-80.1569366,2011-08-14,"","Incidental",NA,NA,NA,NA,1,226
"80721","Bank Swallow",350,42.885524,-80.1569366,2012-07-15,"10:00:00","Traveling",60,2,NA,3,1,197
"80766","Bank Swallow",350,42.885524,-80.1569366,2013-07-24,"12:35:00","Traveling",65,0.805,NA,2,1,205
"80770","Bank Swallow",350,42.885524,-80.1569366,2013-07-24,"12:35:00","Traveling",65,0.805,NA,2,1,205
"80771","Bank Swallow",2500,42.885524,-80.1569366,2013-07-26,"17:30:00","Traveling",60,1,NA,2,1,207
"80772","Bank Swallow",2500,42.885524,-80.1569366,2013-07-26,"17:30:00","Traveling",60,1,NA,2,1,207
"81042","Bank Swallow",900,42.885524,-80.1569366,2018-08-11,"06:30:00","Stationary",90,NA,NA,1,1,223
"81047","Bank Swallow",300,42.8844087,-79.5871859,2018-08-11,"05:35:00","Historical",45,NA,NA,1,1,223
"81054","Bank Swallow",5000,42.8844087,-79.5871859,2018-08-10,"19:10:00","Historical",170,NA,NA,2,1,222
"81062","Bank Swallow",226,43.0216404,-79.889102,2018-08-12,"15:40:00","Traveling",155,12,NA,1,1,224
"81104","Bank Swallow",1500,42.89217,-79.603084,2019-08-22,"19:45:00","Stationary",50,NA,NA,3,1,234
"81109","Bank Swallow",1350,42.89217,-79.603084,2019-08-23,"19:45:00","Stationary",45,NA,NA,3,1,235
"81113","Bank Swallow",400,42.8993463,-79.6202323,2019-08-17,"06:15:00","Historical",45,NA,NA,1,1,229
"81159","Bank Swallow",400,42.885524,-80.1569366,2020-08-17,"19:09:00","Traveling",30,0.18,NA,1,1,230
"81236","Bank Swallow",280,42.8660095,-79.5587504,2021-07-23,"08:10:00","International Shorebird Survey (ISS)",14,0.613,NA,1,1,204
"81241","Bank Swallow",280,42.8660095,-79.5587504,2021-07-23,"08:10:00","Traveling",13,0.613,NA,1,1,204
"81257","Bank Swallow",2766,42.89217,-79.603084,2021-08-06,"19:00:00","Traveling",150,3,NA,5,1,218
"81259","Bank Swallow",12204,42.89217,-79.603084,2021-08-07,"18:30:00","Traveling",180,6,NA,5,1,219
"81412","Bank Swallow",1000,42.89217,-79.603084,2023-08-13,"19:30:00","Traveling",100,2,NA,7,1,225
"81417","Bank Swallow",400,42.89217,-79.603084,2023-08-14,"19:45:00","Traveling",90,2,NA,7,1,226
"81473","Bank Swallow",300,42.8158018,-79.9578826,2024-08-06,"08:00:00","Traveling",600,0.5,NA,2,1,219
"83272","Bank Swallow",250,43.3547667,-81.4993286,2018-07-17,"08:10:00","Traveling",74,2,NA,1,1,198
"83785","Bank Swallow",300,43.7939796,-81.1582336,2024-07-02,"10:30:00","Stationary",30,0,NA,1,1,184
"83787","Bank Swallow",235,43.8397789,-81.3173981,2024-07-07,"14:57:00","Traveling",37,2,NA,1,1,189
"84188","Bank Swallow",2100,42.4727097,-81.7363968,2004-06-26,"08:10:00","Stationary",5,NA,NA,1,1,178
"84189","Bank Swallow",1200,42.4693108,-81.7322693,2004-06-26,"08:03:00","Stationary",5,NA,NA,1,1,178
"842191","Bank Swallow",250,42.4173393,-81.769783,2005-07-01,"09:11:00","Stationary",5,NA,NA,1,1,182
"84336","Bank Swallow",400,42.26359,-81.9459057,2009-07-08,"18:30:00","Traveling",40,2,NA,NA,1,189
"84344","Bank Swallow",400,42.26359,-81.9459057,2009-07-08,"18:30:00","Traveling",40,2,NA,NA,1,189
"84345","Bank Swallow",400,42.26359,-81.9459057,2009-07-08,"18:30:00","Traveling",40,2,NA,NA,1,189
"84560","Bank Swallow",7095,42.4157726,-81.7570346,2012-07-09,"14:45:00","Traveling",120,15,NA,3,1,191
"84561","Bank Swallow",7095,42.4157726,-81.7570346,2012-07-09,"14:45:00","Traveling",120,15,NA,3,1,191
"84562","Bank Swallow",7095,42.4157726,-81.7570346,2012-07-09,"14:45:00","Traveling",120,15,NA,3,1,191
"85821","Bank Swallow",450,42.2953758,-81.8571571,2017-07-26,"14:35:00","Traveling",140,5,NA,1,1,207
"85825","Bank Swallow",275,42.3195895,-82.02075,2017-07-29,"10:50:00","Traveling",110,1,NA,1,1,210
"85828","Bank Swallow",4000,42.267054,-81.999844,2017-07-19,"16:17:00","Incidental",NA,NA,NA,1,0,200
"85829","Bank Swallow",450,42.3195895,-82.02075,2017-08-13,"19:05:00","Traveling",85,2.5,NA,3,1,225
"85851","Bank Swallow",250,42.3195895,-82.02075,2017-08-12,"07:10:00","Traveling",83,1,NA,1,1,224
"85853","Bank Swallow",450,42.3195895,-82.02075,2017-08-13,"19:05:00","Traveling",85,2.5,NA,3,1,225
"85855","Bank Swallow",600,42.3195895,-82.02075,2017-08-05,"07:20:00","Traveling",84,1,NA,1,1,217
"85862","Bank Swallow",450,42.3195895,-82.02075,2017-08-13,"19:05:00","Traveling",85,2.5,NA,3,1,225
"86919","Bank Swallow",1500,42.275647,-82.015572,2019-07-08,"10:10:00","Incidental",NA,NA,NA,1,0,189
"87239","Bank Swallow",500,42.1158928,-82.412374,2020-08-29,"07:10:00","Stationary",260,NA,NA,1,1,242
"87246","Bank Swallow",250,42.1158928,-82.412374,2020-08-05,"06:55:00","Stationary",200,NA,NA,1,1,218
"87639","Bank Swallow",2700,42.261075,-82.038322,2021-06-16,"12:00:00","Traveling",160,10.2,NA,1,1,167
"87695","Bank Swallow",2000,42.3401662,-81.848143,2021-07-11,"15:05:00","Incidental",NA,NA,NA,2,0,192
"88402","Bank Swallow",1000,42.2559839,-81.8761855,2022-07-14,"09:00:00","Incidental",NA,NA,NA,1,0,195
"88486","Bank Swallow",300,42.3195895,-82.02075,2022-08-15,"13:28:00","Traveling",68,1.6,NA,1,1,227
"90431","Bank Swallow",250,42.3195895,-82.02075,2024-08-03,"15:42:00","Traveling",110,1.938,NA,2,1,216
"90447","Bank Swallow",250,42.3195895,-82.02075,2024-08-03,"15:42:00","Traveling",110,1.938,NA,2,1,216
"90480","Bank Swallow",300,42.3195895,-82.02075,2024-08-11,"07:50:00","Traveling",39,0.5,NA,1,1,224
"90992","Bank Swallow",225,44.5483989,-76.1270142,2005-07-06,"07:30:00","Traveling",360,60,NA,7,1,187
"91763","Bank Swallow",235,42.9877205,-82.3272943,2018-07-02,"07:55:00","Stationary",10,NA,NA,2,1,183
"91771","Bank Swallow",235,42.9877205,-82.3272943,2018-07-02,"07:55:00","Stationary",10,NA,NA,2,1,183
"92276","Bank Swallow",550,43.231648,-81.911108,2020-06-25,"08:45:00","Traveling",120,4,NA,1,1,177
"92289","Bank Swallow",350,43.2427723,-81.8793615,2020-07-06,"09:30:00","Traveling",135,6,NA,1,1,188
"92309","Bank Swallow",400,43.1718834,-81.865654,2020-07-22,"17:45:00","Traveling",60,2,NA,1,1,204
"92358","Bank Swallow",1400,43.1718834,-81.865654,2020-07-10,"17:20:00","Traveling",30,1,NA,1,1,192
"92525","Bank Swallow",350,43.2164986,-82.0165443,2021-07-08,"10:45:00","Traveling",60,3,NA,1,1,189
"92814","Bank Swallow",250,43.2267688,-81.9214094,2022-06-28,"09:50:00","Traveling",155,4,NA,1,1,179
"93541","Bank Swallow",300,42.9468736,-81.6488457,2011-08-01,"12:00:00","Traveling",120,11.265,NA,2,1,213
"94320","Bank Swallow",1000,42.951789,-81.3213479,2020-06-26,"12:52:00","Traveling",63,1.18,NA,1,1,178
"94379","Bank Swallow",300,42.9438642,-81.3166875,2020-07-04,"16:00:00","Stationary",30,NA,NA,1,0,186
"94728","Bank Swallow",300,42.9472505,-81.3132048,2021-07-03,"14:00:00","Traveling",60,3,NA,1,1,184
"95004","Bank Swallow",220,42.9090716,-81.2613201,2022-06-29,"18:55:00","Traveling",144,1.815,NA,1,1,180
"96825","Bank Swallow",410,42.5829243,-80.3983998,2005-08-16,"07:00:00","Stationary",15,NA,NA,1,1,228
"96843","Bank Swallow",592,42.5484184,-80.0483286,2005-08-22,"07:37:00","Historical",90,NA,NA,1,1,234
"96893","Bank Swallow",2500,42.5611096,-80.2817345,2006-08-13,"09:00:00","Traveling",60,2,NA,1,1,225
"96902","Bank Swallow",1000,42.5933333,-80.4547222,2006-09-02,"17:00:00","Traveling",60,2,NA,1,1,245
"97066","Bank Swallow",300,42.5484184,-80.0483286,2009-08-03,"07:15:00","Traveling",75,3.219,NA,4,1,215
"97138","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97139","Bank Swallow",500,42.5829243,-80.3983998,2010-07-30,"08:00:00","Area",540,NA,5,11,1,211
"97140","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97141","Bank Swallow",500,42.5829243,-80.3983998,2010-07-30,"08:00:00","Area",540,NA,5,11,1,211
"97142","Bank Swallow",500,42.5829243,-80.3983998,2010-07-30,"08:00:00","Area",540,NA,5,11,1,211
"97143","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97144","Bank Swallow",500,42.5829243,-80.3983998,2010-07-30,"08:00:00","Area",540,NA,5,11,1,211
"97146","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97147","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97148","Bank Swallow",500,42.5829243,-80.3983998,2010-07-30,"08:00:00","Area",540,NA,5,11,1,211
"97150","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97151","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97152","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97153","Bank Swallow",500,42.5829243,-80.3983998,2010-07-30,"08:00:00","Area",540,NA,5,11,1,211
"97156","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97159","Bank Swallow",500,42.5829243,-80.3983998,2010-07-30,"08:00:00","Area",540,NA,5,11,1,211
"97162","Bank Swallow",1000,42.5829243,-80.3983998,2010-07-31,"05:45:00","Area",450,NA,5,11,1,212
"97165","Bank Swallow",520,42.5484184,-80.0483286,2010-08-20,"06:00:00","Area",360,NA,20,5,1,232
"97170","Bank Swallow",210,42.5484184,-80.0483286,2010-08-23,"06:00:00","Area",420,NA,20,5,1,235
"97171","Bank Swallow",203,42.5484184,-80.0483286,2010-08-19,"06:00:00","Area",360,NA,20,5,1,231
"97174","Bank Swallow",260,42.5484184,-80.0483286,2010-08-22,"06:00:00","Area",420,NA,20,5,1,234
"971781","Bank Swallow",600,42.5829243,-80.3983998,2010-08-05,"15:30:00","Stationary",90,NA,NA,11,1,217
"97179","Bank Swallow",500,42.5484184,-80.0483286,2010-08-02,"06:15:00","Area",900,NA,20,10,1,214
"97181","Bank Swallow",203,42.5484184,-80.0483286,2010-08-19,"06:00:00","Area",360,NA,20,5,1,231
"97187","Bank Swallow",500,42.5484184,-80.0483286,2010-08-02,"06:15:00","Area",900,NA,20,10,1,214
"97189","Bank Swallow",1100,42.5484184,-80.0483286,2010-08-21,"06:00:00","Area",420,NA,20,5,1,233
"97190","Bank Swallow",500,42.5829243,-80.3983998,2010-08-15,"05:50:00","Area",300,NA,5,2,1,227
"97191","Bank Swallow",600,42.5829243,-80.3983998,2010-08-05,"15:30:00","Stationary",90,NA,NA,11,1,217
"97195","Bank Swallow",250,42.5829243,-80.3983998,2010-08-17,"05:55:00","Area",360,NA,6,3,1,229
"97196","Bank Swallow",500,42.5484184,-80.0483286,2010-08-02,"06:15:00","Area",900,NA,20,10,1,214
"97200","Bank Swallow",850,42.5829243,-80.3983998,2010-08-08,"05:45:00","Area",420,NA,10,10,1,220
"97206","Bank Swallow",1100,42.5484184,-80.0483286,2010-08-21,"06:00:00","Area",420,NA,20,5,1,233
"97209","Bank Swallow",850,42.5829243,-80.3983998,2010-08-08,"05:45:00","Area",420,NA,10,10,1,220
"97210","Bank Swallow",520,42.5484184,-80.0483286,2010-08-20,"06:00:00","Area",360,NA,20,5,1,232
"97215","Bank Swallow",850,42.5829243,-80.3983998,2010-08-08,"05:45:00","Area",420,NA,10,10,1,220
"97217","Bank Swallow",850,42.5829243,-80.3983998,2010-08-08,"05:45:00","Area",420,NA,10,10,1,220
"97222","Bank Swallow",520,42.5484184,-80.0483286,2010-08-20,"06:00:00","Area",360,NA,20,5,1,232
"97226","Bank Swallow",260,42.5484184,-80.0483286,2010-08-22,"06:00:00","Area",420,NA,20,5,1,234
"97227","Bank Swallow",500,42.5484184,-80.0483286,2010-08-02,"06:15:00","Area",900,NA,20,10,1,214
"97229","Bank Swallow",1000,42.5484184,-80.0483286,2010-08-18,"06:00:00","Area",420,NA,20,5,1,230
"97233","Bank Swallow",500,42.5484184,-80.0483286,2010-08-02,"06:15:00","Area",900,NA,20,10,1,214
"97235","Bank Swallow",600,42.5829243,-80.3983998,2010-08-05,"15:30:00","Stationary",90,NA,NA,11,1,217
"97237","Bank Swallow",210,42.5484184,-80.0483286,2010-08-23,"06:00:00","Area",420,NA,20,5,1,235
"97240","Bank Swallow",600,42.5829243,-80.3983998,2010-08-05,"15:30:00","Stationary",90,NA,NA,11,1,217
"97247","Bank Swallow",210,42.5484184,-80.0483286,2010-08-23,"06:00:00","Area",420,NA,20,5,1,235
"97249","Bank Swallow",600,42.5829243,-80.3983998,2010-08-05,"15:30:00","Stationary",90,NA,NA,11,1,217
"97252","Bank Swallow",850,42.5829243,-80.3983998,2010-08-08,"05:45:00","Area",420,NA,10,10,1,220
"97257","Bank Swallow",600,42.5829243,-80.3983998,2010-08-05,"15:30:00","Stationary",90,NA,NA,11,1,217
"97261","Bank Swallow",600,42.5829243,-80.3983998,2010-08-05,"15:30:00","Stationary",90,NA,NA,11,1,217
"97265","Bank Swallow",260,42.5484184,-80.0483286,2010-08-22,"06:00:00","Area",420,NA,20,5,1,234
"97277","Bank Swallow",500,42.5829243,-80.3983998,2010-08-15,"05:50:00","Area",300,NA,5,2,1,227
"97278","Bank Swallow",1100,42.5484184,-80.0483286,2010-08-21,"06:00:00","Area",420,NA,20,5,1,233
